Description,Parts Cost,Estimated Hours,Complexity Multiplier,Adjusted Labor Cost,Truck Fee,Roof Access Fee,Total Base Cost,Flat Rate (Non-Contract),Flat Rate (PM Contract)
CORD  250VAC  20A (LCD)            ,47.16,1.0,1.0,60.0,10,75,192.16,278.63,250.77
CORD FOR REV VALVE                 ,3.13,1.5,1.2,108.0,10,75,196.13,284.39,255.95
CORNER PIECE                       ,140.87,1.0,1.0,60.0,10,75,285.87,414.51,373.06
"CORNER POST-COMP END 40""           ",82.78,1.0,1.0,60.0,10,75,227.78,330.28,297.25
CRANKCASE HEATER KIT 460V          ,89.51,1.0,1.0,60.0,10,75,234.51,340.04,306.04
CSR-U-3 COMPRESSOR SAVER 4-5T      ,72.06,2.5,1.4,210.0,10,75,367.06,532.24,479.01
CTK01BA COMMUNICATING CONTROL      ,475.98,1.0,1.0,60.0,10,75,620.98,900.42,810.38
D25FD3672 25% MANUAL DAMPER        ,222.29,1.0,1.0,60.0,10,75,367.29,532.57,479.31
D25FD90150 25% MANUAL DAMPER       ,283.5,1.0,1.0,60.0,10,75,428.5,621.32,559.19
D6723301 WHEEL BLOWER      AMANA   ,37.54,1.0,1.0,60.0,10,75,182.54,264.68,238.21
D6723302 BLOWER WHEEL              ,38.19,1.0,1.0,60.0,10,75,183.19,265.63,239.06
D6723303 BLOWER WHEEL              ,45.41,1.0,1.0,60.0,10,75,190.41,276.09,248.49
D6723306(S) BLOWER WHEEL           ,65.27,1.0,1.0,60.0,10,75,210.27,304.89,274.4
D6723310 BLOWER WHEEL              ,50.67,1.0,1.0,60.0,10,75,195.67,283.72,255.35
D6723311(S) BLOWER WHEEL           ,79.49,1.0,1.0,60.0,10,75,224.49,325.51,292.96
D6723313 BLOWER WHEEL              ,38.92,1.0,1.0,60.0,10,75,183.92,266.68,240.02
D6723315 BLOWER WHEEL              ,35.41,1.0,1.0,60.0,10,75,180.41,261.59,235.44
D6723318 BLOWER WHEEL              ,53.43,1.0,1.0,60.0,10,75,198.43,287.72,258.95
D6723320 BLOWER WHEEL              ,57.56,1.0,1.0,60.0,10,75,202.56,293.71,264.34
D6770502 OUTDOOR FAN BLADE         ,96.02,0.5,1.0,30.0,10,75,211.02,305.98,275.38
D6789036 CAPACITOR  METAL          ,47.27,1.0,1.0,60.0,10,75,192.27,278.79,250.91
D6924416  FAN MOTOR        AMANA   ,183.98,2.5,1.3,195.0,10,75,463.98,672.77,605.49
D6926124H COMP. PTH154             ,450.78,1.0,1.0,60.0,10,75,595.78,863.88,777.49
D6937007  FAN BLADE        AMANA   ,55.75,1.0,1.0,60.0,10,75,200.75,291.09,261.98
D6996711 COLLECT BOX WELD          ,57.86,1.0,1.0,60.0,10,75,202.86,294.15,264.73
D6996712 COLLECTOR BOX             ,76.1,1.0,1.0,60.0,10,75,221.1,320.59,288.54
D6996713 COLLECTOR BOX             ,37.94,1.0,1.0,60.0,10,75,182.94,265.26,238.74
D6996714 COLLECTOR BOX             ,50.46,1.0,1.0,60.0,10,75,195.46,283.42,255.08
D6996715 COLLECTOR BOX WELD        ,82.13,1.0,1.0,60.0,10,75,227.13,329.34,296.4
D6996716 COLLECTOR BOX             ,70.51,1.0,1.0,60.0,10,75,215.51,312.49,281.24
D6997803 INSHOT BURNER             ,102.25,1.0,1.0,60.0,10,75,247.25,358.51,322.66
D6997803S INSHOT BURNER            ,107.9,1.0,1.0,60.0,10,75,252.9,366.7,330.03
D6997805 INSHOT BURNER             ,198.46,1.0,1.0,60.0,10,75,343.46,498.02,448.22
D9838202 HEAT EXCHANGER            ,251.6,1.0,1.0,60.0,10,75,396.6,575.07,517.56
D9838203 HEAT EXCHANGER            ,517.58,1.0,1.0,60.0,10,75,662.58,960.74,864.67
D9838206 HEAT EXCHANGER            ,316.72,1.0,1.0,60.0,10,75,461.72,669.49,602.54
D9844205 FLUE DUCT WELD            ,142.67,1.0,1.0,60.0,10,75,287.67,417.12,375.41
D9844206 FLUE DUCT WELD            ,91.35,1.0,1.0,60.0,10,75,236.35,342.71,308.44
D9848001Q EVAP MOTOR 3/4HP         ,242.17,2.5,1.3,195.0,10,75,522.17,757.15,681.43
D9863901 GASKET                    ,12.79,1.0,1.0,60.0,10,75,157.79,228.8,205.92
D9863902 GASKET                    ,10.49,1.0,1.0,60.0,10,75,155.49,225.46,202.91
D98862-03 IND. MOTOR               ,137.33,2.5,1.3,195.0,10,75,417.33,605.13,544.62
D9950430 BRACKET SHIELD            ,67.87,0.5,1.0,30.0,10,75,182.87,265.16,238.65
"DCVK-20 VENT KIT 2"" PIPE           ",64.18,1.0,1.0,60.0,10,75,209.18,303.31,272.98
"DCVK-30 VENT KIT 3""PIPE            ",78.31,1.0,1.0,60.0,10,75,223.31,323.8,291.42
DEFROST THERMOSTAT                 ,23.1,1.0,1.1,66.0,10,75,174.1,252.44,227.2
DFSKT02 DIRTY FILTER SWITCH KIT    ,62.78,0.5,1.0,30.0,10,75,177.78,257.78,232.0
DFTD-1 DEFROST TIME DELAY KIT      ,36.08,1.0,1.0,60.0,10,75,181.08,262.57,236.31
DMH900  HEPA  AIR CLEANER          ,1226.78,1.0,1.0,60.0,10,75,1371.78,1989.08,1790.17
"DPKT3A 14"" WIDE DRAIN PAN W/       ",120.07,1.0,1.0,60.0,10,75,265.07,384.35,345.92
"DPKT3B 17.5"" WIDE DRAIN PAN W/     ",132.65,1.0,1.0,60.0,10,75,277.65,402.59,362.33
"DPKT3C 21"" WIDE DRAIN PAN W/ MTL   ",143.32,1.0,1.0,60.0,10,75,288.32,418.06,376.26
"DPKT3D 24"" WIDE DRAIN PAN W/ MTL   ",147.54,1.0,1.0,60.0,10,75,292.54,424.18,381.76
"DRAIN KIT ASM 21""                  ",74.41,1.0,1.0,60.0,10,75,219.41,318.14,286.33
"DRAIN KIT ASM 24.5""                ",74.01,1.0,1.0,60.0,10,75,219.01,317.56,285.81
DRAIN PAN ASSY SM INS              ,46.19,1.0,1.0,60.0,10,75,191.19,277.23,249.5
DRAIN PAN ASSY.  MED. INS (SER     ,65.63,1.0,1.0,60.0,10,75,210.63,305.41,274.87
DUAL FUEL RELAY                    ,26.87,1.0,1.0,60.0,10,75,171.87,249.21,224.29
DY6.186.0408 CAPACITOR VENT MTR    ,8.01,1.0,1.0,60.0,10,75,153.01,221.86,199.68
DY6.186.070 CAPACITOR VENT MOTOR   ,7.83,2.5,1.3,195.0,10,75,287.83,417.35,375.62
DY6.186.087 VENT MOTOR CAPACITOR   ,5.6,2.5,1.3,195.0,10,75,285.6,414.12,372.71
ELBOW FLUE UPFLOW                  ,46.97,1.0,1.0,60.0,10,75,191.97,278.36,250.52
ELECTRONIC MEDIA REPLACEMENT       ,30.17,1.0,1.0,60.0,10,75,175.17,254.0,228.6
EVAP COIL                          ,873.49,3.0,1.2,216.0,10,75,1174.49,1703.01,1532.71
EVAP COIL AMANA                    ,942.3,3.0,1.2,216.0,10,75,1243.3,1802.78,1622.51
EVAP COIL AMANA                    ,897.1,3.0,1.2,216.0,10,75,1198.1,1737.24,1563.52
EVAP COIL AMANA                    ,961.57,3.0,1.2,216.0,10,75,1262.57,1830.73,1647.65
EVAP COIL COATED AMANA             ,815.16,3.0,1.2,216.0,10,75,1116.16,1618.43,1456.59
EVAP COIL GPG                      ,574.97,3.0,1.2,216.0,10,75,875.97,1270.16,1143.14
EVAP COIL GPG                      ,493.52,3.0,1.2,216.0,10,75,794.52,1152.05,1036.85
EVAP COIL GPG                      ,649.71,3.0,1.2,216.0,10,75,950.71,1378.53,1240.68
EVAP COIL GPG COATED               ,1000.71,3.0,1.2,216.0,10,75,1301.71,1887.48,1698.73
EVAP COIL GPG13                    ,801.98,3.0,1.2,216.0,10,75,1102.98,1599.32,1439.39
EVAP COIL GPG13 COATED             ,965.94,3.0,1.2,216.0,10,75,1266.94,1837.06,1653.36
EVAP COIL PGJ                      ,672.21,3.0,1.2,216.0,10,75,973.21,1411.15,1270.04
EVAP COIL PHK/PHKJ COATED          ,972.52,3.0,1.2,216.0,10,75,1273.52,1846.6,1661.94
EVAP COIL U-47                     ,781.49,3.0,1.2,216.0,10,75,1082.49,1569.61,1412.65
EVAP MOTOR                         ,489.63,2.5,1.3,195.0,10,75,769.63,1115.96,1004.37
EVAP MTR VAR SP AMANA              ,892.29,1.0,1.0,60.0,10,75,1037.29,1504.07,1353.66
EVAP MTR VAR SP AMANA              ,824.92,1.0,1.0,60.0,10,75,969.92,1406.38,1265.75
EVAP MTR VAR SPEED                 ,821.06,1.0,1.0,60.0,10,75,966.06,1400.79,1260.71
EVAP MTR X13 115V 1 HP             ,426.46,1.0,1.0,60.0,10,75,571.46,828.62,745.76
EVAP MTR X13 3/4 HP                ,463.75,1.0,1.0,60.0,10,75,608.75,882.69,794.42
EVAP. COIL AWB18                   ,255.76,3.0,1.2,216.0,10,75,556.76,807.3,726.57
EVAP. SERVICE COIL W/FILTER        ,624.21,0.5,1.0,30.0,10,75,739.21,1071.85,964.67
EXP VALVE                          ,125.08,1.5,1.2,108.0,10,75,318.08,461.22,415.09
EXPANSION VALVE 1.5                ,87.44,1.5,1.2,108.0,10,75,280.44,406.64,365.97
EXPANSION VALVE 5 TON              ,94.16,1.5,1.2,108.0,10,75,287.16,416.38,374.74
EXPANSION VALVE 7.5 TON            ,97.0,1.5,1.2,108.0,10,75,290.0,420.5,378.45
F043067300S FURN/AIR HAND CONN     ,23.76,1.0,1.0,60.0,10,75,168.76,244.7,220.23
F043067500S A/C/H/P CONNECTOR      ,21.24,1.0,1.0,60.0,10,75,166.24,241.05,216.94
F043067900S COMMUNICATING CONN     ,21.24,1.0,1.0,60.0,10,75,166.24,241.05,216.94
FAN BELT AX31                      ,19.51,1.0,1.0,60.0,10,75,164.51,238.54,214.69
FAN BELT CPG AX-51                 ,25.6,1.0,1.0,60.0,10,75,170.6,247.37,222.63
"FAN BLADE 20"" 3 BLADE 34 DEG       ",31.26,1.0,1.0,60.0,10,75,176.26,255.58,230.02
FAN WHEEL B1368056                 ,90.37,1.0,1.0,60.0,10,75,235.37,341.29,307.16
FCSS92803K SERVICE KIT FURNACE     ,30.89,1.0,1.0,60.0,10,75,175.89,255.04,229.54
FILTER AMANA PTA                   ,8.13,0.5,1.0,30.0,10,75,123.13,178.54,160.68
FILTER DRIER                       ,26.29,0.5,1.0,30.0,10,75,141.29,204.87,184.38
FILTER DRYER (COPPER)              ,15.85,0.5,1.0,30.0,10,75,130.85,189.73,170.76
FLOWCHECK                          ,4.87,1.0,1.0,60.0,10,75,149.87,217.31,195.58
FLOWCHECK PISTON KIT               ,4.87,1.0,1.0,60.0,10,75,149.87,217.31,195.58
FLOWCHECK PISTON KIT               ,4.87,1.0,1.0,60.0,10,75,149.87,217.31,195.58
FLOWCHECK PISTON KIT               ,4.6,1.0,1.0,60.0,10,75,149.6,216.92,195.23
FLOWRATOR                          ,19.06,1.0,1.0,60.0,10,75,164.06,237.89,214.1
FLOWRATOR 43 PISTON 4 TUBE         ,13.89,1.0,1.0,60.0,10,75,158.89,230.39,207.35
FLOWRATOR ASSY                     ,13.81,1.0,1.0,60.0,10,75,158.81,230.27,207.25
FLOWRATOR STUB ASSY                ,10.71,1.0,1.0,60.0,10,75,155.71,225.78,203.2
FLOWRATOR W/COPPER STUB            ,11.27,1.0,1.0,60.0,10,75,156.27,226.59,203.93
FLOWRATOR W/COPPER STUB            ,19.27,1.0,1.0,60.0,10,75,164.27,238.19,214.37
"FLUE COLLECTOR GASKET  17.5""       ",25.24,1.0,1.0,60.0,10,75,170.24,246.85,222.16
FLUE EXTENSION KIT 15-25 TONS      ,259.0,1.0,1.0,60.0,10,75,404.0,585.8,527.22
FLUE EXTENSION KIT 3-6 TONS        ,243.43,1.0,1.0,60.0,10,75,388.43,563.22,506.9
FLUE EXTENSION KIT 7.5-12.5 TONS   ,259.0,1.0,1.0,60.0,10,75,404.0,585.8,527.22
FLUE PIPE 22309501                 ,17.1,1.0,1.0,60.0,10,75,162.1,235.04,211.54
FURNACE DOOR                       ,45.94,0.5,1.0,30.0,10,75,160.94,233.36,210.03
FUSE 5 AMP                         ,3.79,1.0,1.0,60.0,10,75,148.79,215.75,194.17
FUSE LINK 121 C L LEG              ,15.03,1.0,1.0,60.0,10,75,160.03,232.04,208.84
GAS MANIFOLD                       ,21.41,1.0,1.0,60.0,10,75,166.41,241.29,217.17
GAS MANIFOLD                       ,21.41,1.0,1.0,60.0,10,75,166.41,241.29,217.17
GAS MANIFOLD                       ,16.56,1.0,1.0,60.0,10,75,161.56,234.26,210.84
GAS MANIFOLD 2 CELL (GMP)          ,20.46,1.0,1.0,60.0,10,75,165.46,239.92,215.93
GAS ORIFIC                         ,1.81,1.0,1.0,60.0,10,75,146.81,212.87,191.59
"GASKET COIL/LOWER INRFRT 14""       ",12.52,3.0,1.2,216.0,10,75,313.52,454.6,409.14
GMEGNDWIRE WIRE KIT                ,2.89,1.0,1.0,60.0,10,75,147.89,214.44,193.0
GPG GAS CORNER POST                ,83.87,1.0,1.0,60.0,10,75,228.87,331.86,298.68
GPG GAS LOUVER LARGE PANEL         ,140.83,1.0,1.0,60.0,10,75,285.83,414.45,373.01
GPG GAS LOUVER PANEL               ,117.62,1.0,1.0,60.0,10,75,262.62,380.8,342.72
GPG PANEL /HT EXC DOOR             ,96.05,0.5,1.0,30.0,10,75,211.05,306.02,275.42
GPG RESISTOR PLATE                 ,4.95,1.0,1.0,60.0,10,75,149.95,217.43,195.68
GPGPANEL/EVAP/CONTROL              ,116.33,1.0,1.0,60.0,10,75,261.33,378.93,341.04
GPH PANEL                          ,89.95,1.0,1.0,60.0,10,75,234.95,340.68,306.61
GPH PANEL                          ,126.63,1.0,1.0,60.0,10,75,271.63,393.86,354.48
"HEAT EXCH ASM 2 CL 14""             ",85.17,1.0,1.0,60.0,10,75,230.17,333.75,300.37
"HEAT EXCH ASM 5 CL 21""             ",163.68,1.0,1.0,60.0,10,75,308.68,447.59,402.83
HEAT EXCHANGER 0270F00930S         ,155.72,1.0,1.0,60.0,10,75,300.72,436.04,392.44
HEAT EXCHANGER SUB ASY.            ,340.68,1.0,1.0,60.0,10,75,485.68,704.24,633.81
"HEFLUE036 FLUE EXTENSION 39""       ",178.08,1.0,1.0,60.0,10,75,323.08,468.47,421.62
HEFLUE180300 FLUE EXT 15-25 TON    ,229.63,1.0,1.0,60.0,10,75,374.63,543.21,488.89
HEPA REPLACEMENT FILTER FOR        ,86.1,0.5,1.0,30.0,10,75,201.1,291.59,262.44
HIGH PRESURE SWITCH                ,18.22,1.0,1.0,60.0,10,75,163.22,236.67,213.0
HIGH PRESURE SWITCH                ,25.13,1.0,1.0,60.0,10,75,170.13,246.69,222.02
HOSE 22 IN PRESURE SW              ,22.51,1.0,1.0,60.0,10,75,167.51,242.89,218.6
I D MTR                            ,194.08,1.0,1.0,60.0,10,75,339.08,491.67,442.5
IGNITION CONTROL                   ,248.07,1.0,1.0,60.0,10,75,393.07,569.95,512.96
IGNITOR ASSY CPG                   ,26.32,1.0,1.0,60.0,10,75,171.32,248.41,223.57
IMPELLER/CONDENSER FAN 30 D        ,123.13,1.0,1.0,60.0,10,75,268.13,388.79,349.91
IRKT-01 ISLOATION RELAY KIT        ,59.22,1.0,1.0,60.0,10,75,204.22,296.12,266.51
LEVEL LEGS FOR PTAC                ,74.89,1.0,1.0,60.0,10,75,219.89,318.84,286.96
LIMIT                              ,11.38,1.0,1.0,60.0,10,75,156.38,226.75,204.08
LIMIT SWITCH 0130L00001            ,4.95,1.0,1.0,60.0,10,75,149.95,217.43,195.68
LIMIT SWITCH L190-30F              ,6.24,1.0,1.0,60.0,10,75,151.24,219.3,197.37
LONKT01 LONWORKS KIT               ,2716.38,1.0,1.0,60.0,10,75,2861.38,4149.0,3734.1
LOUVER PANEL                       ,33.56,1.0,1.0,60.0,10,75,178.56,258.91,233.02
LOUVER PANEL ASZ                   ,28.3,1.0,1.0,60.0,10,75,173.3,251.28,226.16
LOUVER PANEL LARGE                 ,17.52,1.0,1.0,60.0,10,75,162.52,235.65,212.09
LOUVER PANEL SMALL                 ,61.24,1.0,1.0,60.0,10,75,206.24,299.05,269.14
LOUVER PANEL SMALL                 ,11.56,1.0,1.0,60.0,10,75,156.56,227.01,204.31
LOUVERED SIDE PANEL [LT OF CNT     ,16.71,1.0,1.0,60.0,10,75,161.71,234.48,211.03
LOUVERED SIDE PANEL LT OF CNTL     ,74.17,1.0,1.0,60.0,10,75,219.17,317.8,286.02
LOW PRESURE SW 410 095-50          ,32.35,1.0,1.0,60.0,10,75,177.35,257.16,231.44
LOWER FILTER RACK COVER            ,4.54,0.5,1.0,30.0,10,75,119.54,173.33,156.0
LP SPRING KIT F/WH RODGER          ,7.11,1.0,1.0,60.0,10,75,152.11,220.56,198.5
LPK-00 LOUVER PANEL KIT            ,51.17,1.0,1.0,60.0,10,75,196.17,284.45,256.0
LSK01A SOLENOID KIT- A/C ONLY-     ,123.91,1.0,1.0,60.0,10,75,268.91,389.92,350.93
LSK02A SOLENOID KIT-  HEAT PUMP-   ,144.42,1.0,1.0,60.0,10,75,289.42,419.66,377.69
LVBK-01A KIT                       ,144.02,1.0,1.0,60.0,10,75,289.02,419.08,377.17
LVBK-02A KIT                       ,98.81,1.0,1.0,60.0,10,75,243.81,353.52,318.17
M0280801 HEX NUT COND UNIT         ,0.59,1.0,1.0,60.0,10,75,145.59,211.11,189.99
MALE PLUG ASM.  12 PIN             ,14.84,1.0,1.0,60.0,10,75,159.84,231.77,208.59
MERV8 CARBON PREFILTER             ,26.29,0.5,1.0,30.0,10,75,141.29,204.87,184.38
MILD AMBIENT SENSOR                ,10.58,1.0,1.0,60.0,10,75,155.58,225.59,203.03
MMLGKT5 MOTOR MT LEG KIT           ,14.19,2.5,1.3,195.0,10,75,294.19,426.58,383.92
MOTOR  1/4 HP                      ,128.7,2.5,1.3,195.0,10,75,408.7,592.62,533.35
MOTOR 1/5 HP 3.4 FLA               ,196.79,2.5,1.3,195.0,10,75,476.79,691.35,622.21
MOTOR 1HP PROGRAMMED               ,435.83,2.5,1.3,195.0,10,75,715.83,1037.95,934.16
MOTOR 3/4HP PROGRAMMED             ,396.39,2.5,1.3,195.0,10,75,676.39,980.77,882.69
MOTOR 3/4HP PROGRAMMED             ,373.94,2.5,1.3,195.0,10,75,653.94,948.21,853.39
MOTOR MOUNTING ARM                 ,4.29,2.5,1.3,195.0,10,75,284.29,412.22,371.0
MOTOR MOUNTING ARM                 ,4.0,2.5,1.3,195.0,10,75,284.0,411.8,370.62
ORFICE                             ,2.42,1.0,1.0,60.0,10,75,147.42,213.76,192.38
ORFICE SHIELD 3 CELL               ,3.13,0.5,1.0,30.0,10,75,118.13,171.29,154.16
P1400A18L  EVAPORATOR COIL         ,345.57,3.0,1.2,216.0,10,75,646.57,937.53,843.77
P1400A18LP SERVICE COIL            ,436.62,3.0,1.2,216.0,10,75,737.62,1069.55,962.59
P1400A24L  EVAPORATOR COIL         ,454.0,3.0,1.2,216.0,10,75,755.0,1094.75,985.28
P1400A24LP EVAPORATOR COIL         ,445.81,3.0,1.2,216.0,10,75,746.81,1082.87,974.59
P1400A32L  EVAPORATOR COIL         ,488.9,3.0,1.2,216.0,10,75,789.9,1145.36,1030.82
P1400A32LP EVAPORATOR COIL         ,513.71,3.0,1.2,216.0,10,75,814.71,1181.33,1063.2
P1400A49L  EVAPORATOR COIL         ,778.51,3.0,1.2,216.0,10,75,1079.51,1565.29,1408.76
P1400A49LP EVAPORATOR COIL         ,790.7,3.0,1.2,216.0,10,75,1091.7,1582.96,1424.67
P1400A60L COIL                     ,775.52,3.0,1.2,216.0,10,75,1076.52,1560.95,1404.86
P1400A60LP COIL ASSY               ,790.7,3.0,1.2,216.0,10,75,1091.7,1582.96,1424.67
P1400A61L  EVAPORATOR COIL         ,934.7,3.0,1.2,216.0,10,75,1235.7,1791.76,1612.59
P1400A61LP EVAPORATOR COIL         ,942.06,3.0,1.2,216.0,10,75,1243.06,1802.44,1622.19
P1400U29HP COIL                    ,362.57,3.0,1.2,216.0,10,75,663.57,962.18,865.96
P1400U29HR EVAPORATOR COIL         ,426.06,3.0,1.2,216.0,10,75,727.06,1054.24,948.81
P1400U36H  EVAP COIL A/U/UC        ,481.76,3.0,1.2,216.0,10,75,782.76,1135.0,1021.5
P1400U36HP EVAP COIL A/U/UC        ,507.78,3.0,1.2,216.0,10,75,808.78,1172.73,1055.46
P1400U42H EVAPORATOR COIL A/U/UC   ,668.19,3.0,1.2,216.0,10,75,969.19,1405.33,1264.79
P1400U42HP SERVICE COIL PAN ASSY   ,602.57,3.0,1.2,216.0,10,75,903.57,1310.18,1179.16
P1400U49H EVAPORATOR COIL          ,721.51,3.0,1.2,216.0,10,75,1022.51,1482.64,1334.38
P1400U49HP EVAP COIL ASSY          ,533.52,3.0,1.2,216.0,10,75,834.52,1210.05,1089.05
P1400U60H EVAPORATOR COIL          ,729.1,3.0,1.2,216.0,10,75,1030.1,1493.64,1344.28
P140118   AR COIL ASSY             ,349.59,3.0,1.2,216.0,10,75,650.59,943.36,849.02
P140118P  AR COIL ASSY             ,258.51,3.0,1.2,216.0,10,75,559.51,811.29,730.16
P140124  AR COIL ASSY              ,454.0,3.0,1.2,216.0,10,75,755.0,1094.75,985.28
"P140124C ""COATED"" COIL ASSY        ",458.76,3.0,1.2,216.0,10,75,759.76,1101.65,991.49
P140124P AR COIL ASSY              ,424.59,3.0,1.2,216.0,10,75,725.59,1052.11,946.89
P140130  AR COIL ASSY              ,411.43,3.0,1.2,216.0,10,75,712.43,1033.02,929.72
P140132  AR COIL ASSY              ,543.71,3.0,1.2,216.0,10,75,844.71,1224.83,1102.35
"P140132C ""COATED"" COIL ASSY        ",580.14,3.0,1.2,216.0,10,75,881.14,1277.65,1149.89
P140132P AR COIL PAN ASSY          ,402.06,3.0,1.2,216.0,10,75,703.06,1019.44,917.49
P140136  AR COIL ASSY              ,426.51,3.0,1.2,216.0,10,75,727.51,1054.89,949.4
P140136P COIL PAN ASSY             ,507.78,3.0,1.2,216.0,10,75,808.78,1172.73,1055.46
P140142  AR COIL ASSY              ,688.51,3.0,1.2,216.0,10,75,989.51,1434.79,1291.31
"P140142C ""COATED"" COIL ASSY        ",725.11,3.0,1.2,216.0,10,75,1026.11,1487.86,1339.07
P140142P AR COIL ASSY              ,588.89,3.0,1.2,216.0,10,75,889.89,1290.34,1161.31
P140148  COIL PAN ASSEMBLY         ,704.83,3.0,1.2,216.0,10,75,1005.83,1458.45,1312.61
P140148P COIL PAN ASSEMBLY         ,649.81,3.0,1.2,216.0,10,75,950.81,1378.67,1240.81
P140149  AR COIL ASSY              ,757.24,3.0,1.2,216.0,10,75,1058.24,1534.45,1381.0
"P140149C ""COATED"" COIL ASSY        ",856.13,3.0,1.2,216.0,10,75,1157.13,1677.84,1510.05
P140149P COIL PACK OUT             ,753.05,3.0,1.2,216.0,10,75,1054.05,1528.37,1375.54
P140161  AR COIL ASSY              ,897.79,3.0,1.2,216.0,10,75,1198.79,1738.25,1564.42
P140161P COIL                      ,663.89,3.0,1.2,216.0,10,75,964.89,1399.09,1259.18
PANEL 3  LOUVER 26_30.0 PNT        ,14.35,1.0,1.0,60.0,10,75,159.35,231.06,207.95
PANEL FOR 1709469012               ,143.83,1.0,1.0,60.0,10,75,288.83,418.8,376.92
PCB  IGNITION  HSI  INTEG          ,261.03,1.0,1.0,60.0,10,75,406.03,588.74,529.87
PCBBF115S IGNITION CONTROL         ,281.35,1.0,1.0,60.0,10,75,426.35,618.21,556.39
PCBBF132S CONTROL BOARD            ,130.19,1.0,1.0,60.0,10,75,275.19,399.03,359.12
PCBBF135S PCB IGNITION HIS BOARD   ,81.34,1.0,1.0,60.0,10,75,226.34,328.19,295.37
PCBBF139FS PCB IGNITION CONTROL    ,141.16,1.0,1.0,60.0,10,75,286.16,414.93,373.44
PCBBF139S PCB IGNITION HSI *DISC   ,111.91,1.0,1.0,60.0,10,75,256.91,372.52,335.27
PCBBF167S 2 STAGE IFC              ,123.25,1.0,1.0,60.0,10,75,268.25,388.96,350.07
PCBDM130S DEFROST TIMER            ,34.92,1.0,1.0,60.0,10,75,179.92,260.88,234.8
PCBDM160S  DEFROST BOARD           ,20.94,1.0,1.0,60.0,10,75,165.94,240.61,216.55
PCBFM103S ELECTRONIC BOARD         ,45.09,1.0,1.0,60.0,10,75,190.09,275.63,248.07
PCBFM131S ELEC BOARD               ,47.3,1.0,1.0,60.0,10,75,192.3,278.83,250.95
PCBGR102S CONTROL BOARD 2 STAGE    ,364.96,1.0,1.0,60.0,10,75,509.96,739.44,665.5
PCBJA101S PCB CONTROL              ,242.2,1.0,1.0,60.0,10,75,387.2,561.44,505.3
PCBJA103S  PCB CONTROL BOARD       ,203.05,1.0,1.0,60.0,10,75,348.05,504.67,454.21
PCBKF103S PCB FURNACE CONTROL      ,184.28,1.0,1.0,60.0,10,75,329.28,477.46,429.71
PCBKF104S CONTROL BOARD  *DISC*    ,202.22,1.0,1.0,60.0,10,75,347.22,503.47,453.12
PCBKF109FS CONTROL BOARD           ,195.45,1.0,1.0,60.0,10,75,340.45,493.65,444.29
PCBKF109V009S PCB CONTROL BOARD    ,187.88,1.0,1.0,60.0,10,75,332.88,482.68,434.41
PCBKF200SF CONTROL BOARD           ,340.21,1.0,1.0,60.0,10,75,485.21,703.55,633.2
PCBKF201SF PCB FURNACE CONTROL     ,632.7,1.0,1.0,60.0,10,75,777.7,1127.66,1014.9
PHOTO CATALYTIC OXIDATION(PCO)     ,120.73,1.0,1.0,60.0,10,75,265.73,385.31,346.78
PLASTC PAN VERT                    ,24.51,1.0,1.0,60.0,10,75,169.51,245.79,221.21
PLASTC PAN VERT                    ,25.86,1.0,1.0,60.0,10,75,170.86,247.75,222.97
PRESSURE SENSOR                    ,37.75,1.0,1.0,60.0,10,75,182.75,264.99,238.49
PRESSURE SWITCH                    ,80.37,1.0,1.0,60.0,10,75,225.37,326.79,294.11
"PRIMARY LIMIT SWITCH 240F 7""       ",7.63,1.0,1.0,60.0,10,75,152.63,221.31,199.18
R22 TXV                            ,84.71,1.0,1.0,60.0,10,75,229.71,333.08,299.77
R9700013 COND.DRAIN KIT            ,233.32,1.0,1.0,60.0,10,75,378.32,548.56,493.71
R9700014 COND. DRAIN KIT           ,247.73,1.0,1.0,60.0,10,75,392.73,569.46,512.51
R9700016 COND. DRAIN KIT           ,251.27,1.0,1.0,60.0,10,75,396.27,574.59,517.13
R9700017 COND. DRAIN KIT           ,244.11,1.0,1.0,60.0,10,75,389.11,564.21,507.79
RAC KNOB  COOL GREY                ,3.11,1.0,1.0,60.0,10,75,148.11,214.76,193.28
RCK01 KIT                          ,34.0,1.0,1.0,60.0,10,75,179.0,259.55,233.6
RELAY/COMB                         ,31.35,1.0,1.0,60.0,10,75,176.35,255.71,230.14
"RESTRICTOR PLATE  1.500""           ",3.0,1.0,1.0,60.0,10,75,148.0,214.6,193.14
REV VALVE COIL PTAC                ,12.73,3.0,1.2,216.0,10,75,313.73,454.91,409.42
REVERSING VALVE W/ COIL V10        ,45.59,3.0,1.2,216.0,10,75,346.59,502.56,452.3
REVERSING VALVE W/ COIL V10        ,123.16,3.0,1.2,216.0,10,75,424.16,615.03,553.53
RF000011 IGNITION KIT 0136/0137    ,212.91,1.0,1.0,60.0,10,75,357.91,518.97,467.07
RF000142 90% FURN/DRAIN VENT KIT   ,28.51,1.0,1.0,60.0,10,75,173.51,251.59,226.43
RF000191 PRESSURE SWITCH           ,74.59,1.0,1.0,60.0,10,75,219.59,318.41,286.56
ROLLOUT TEMPERATURE SWITCH         ,11.03,1.0,1.0,60.0,10,75,156.03,226.24,203.62
